sid,place,timestamp,param,value
s3,28085 Haltern ,28.03.23 04:20,w,324
s4,20008 Lünen ,28.03.23 04:20,w,338
s5,20012 KA Hamm ,28.03.23 04:20,w,350
s6,"10026 Mengede, A45 ",28.03.23 04:20,w,152
s7,10008 Bottrop-Süd ,28.03.23 04:20,w,138
s8,"10101 Bottrop, Essener Straße ",28.03.23 04:20,w,177
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 04:20,w,96
s11,10103 Bahnstraße ,28.03.23 04:20,w,254
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 04:20,w,101
s2,20004 Dorsten ,28.03.23 04:20,q,94.2
s5,20012 KA Hamm ,28.03.23 04:20,q,51.5
s11,10103 Bahnstraße ,28.03.23 04:20,q,14.2
s1,20001 Fusternberg ,28.03.23 04:25,w,343
s2,20004 Dorsten ,28.03.23 04:25,w,622
s3,28085 Haltern ,28.03.23 04:25,w,324
s4,20008 Lünen ,28.03.23 04:25,w,338
s5,20012 KA Hamm ,28.03.23 04:25,w,350
s6,"10026 Mengede, A45 ",28.03.23 04:25,w,152
s7,10008 Bottrop-Süd ,28.03.23 04:25,w,138
s8,"10101 Bottrop, Essener Straße ",28.03.23 04:25,w,177
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 04:25,w,96
s11,10103 Bahnstraße ,28.03.23 04:25,w,254
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 04:25,w,101
s2,20004 Dorsten ,28.03.23 04:25,q,94.2
s5,20012 KA Hamm ,28.03.23 04:25,q,51.6
s11,10103 Bahnstraße ,28.03.23 04:25,q,14.1
s1,20001 Fusternberg ,28.03.23 04:30,w,343
s2,20004 Dorsten ,28.03.23 04:30,w,622
s3,28085 Haltern ,28.03.23 04:30,w,324
s4,20008 Lünen ,28.03.23 04:30,w,338
s5,20012 KA Hamm ,28.03.23 04:30,w,350
s6,"10026 Mengede, A45 ",28.03.23 04:30,w,152
s7,10008 Bottrop-Süd ,28.03.23 04:30,w,137
s8,"10101 Bottrop, Essener Straße ",28.03.23 04:30,w,177
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 04:30,w,96
s11,10103 Bahnstraße ,28.03.23 04:30,w,253
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 04:30,w,101
s2,20004 Dorsten ,28.03.23 04:30,q,94.2
s5,20012 KA Hamm ,28.03.23 04:30,q,51.8
s11,10103 Bahnstraße ,28.03.23 04:30,q,14.2
s1,20001 Fusternberg ,28.03.23 04:35,w,343
s2,20004 Dorsten ,28.03.23 04:35,w,622
s3,28085 Haltern ,28.03.23 04:35,w,324
s4,20008 Lünen ,28.03.23 04:35,w,338
s5,20012 KA Hamm ,28.03.23 04:35,w,351
s6,"10026 Mengede, A45 ",28.03.23 04:35,w,152
s7,10008 Bottrop-Süd ,28.03.23 04:35,w,137
s8,"10101 Bottrop, Essener Straße ",28.03.23 04:35,w,176
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 04:35,w,96
s11,10103 Bahnstraße ,28.03.23 04:35,w,254
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 04:35,w,101
s2,20004 Dorsten ,28.03.23 04:35,q,94.6
s5,20012 KA Hamm ,28.03.23 04:35,q,51.8
s1,20001 Fusternberg ,28.03.23 04:40,w,343
s2,20004 Dorsten ,28.03.23 04:40,w,622
s3,28085 Haltern ,28.03.23 04:40,w,324
s4,20008 Lünen ,28.03.23 04:40,w,338
s5,20012 KA Hamm ,28.03.23 04:40,w,351
s6,"10026 Mengede, A45 ",28.03.23 04:40,w,152
s7,10008 Bottrop-Süd ,28.03.23 04:40,w,137
s8,"10101 Bottrop, Essener Straße ",28.03.23 04:40,w,176
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 04:40,w,96
s11,10103 Bahnstraße ,28.03.23 04:40,w,254
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 04:40,w,101
s2,20004 Dorsten ,28.03.23 04:40,q,94.6
s5,20012 KA Hamm ,28.03.23 04:40,q,51.6
s11,10103 Bahnstraße ,28.03.23 04:40,q,14.1
s1,20001 Fusternberg ,28.03.23 04:45,w,343
s2,20004 Dorsten ,28.03.23 04:45,w,622
s3,28085 Haltern ,28.03.23 04:45,w,324
s4,20008 Lünen ,28.03.23 04:45,w,338
s5,20012 KA Hamm ,28.03.23 04:45,w,351
s6,"10026 Mengede, A45 ",28.03.23 04:45,w,152
s7,10008 Bottrop-Süd ,28.03.23 04:45,w,137
s8,"10101 Bottrop, Essener Straße ",28.03.23 04:45,w,176
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 04:45,w,96
s11,10103 Bahnstraße ,28.03.23 04:45,w,253
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 04:45,w,101
s2,20004 Dorsten ,28.03.23 04:45,q,94.6
s5,20012 KA Hamm ,28.03.23 04:45,q,51.9
s11,10103 Bahnstraße ,28.03.23 04:45,q,14.4
s1,20001 Fusternberg ,28.03.23 04:50,w,343
s2,20004 Dorsten ,28.03.23 04:50,w,622
s3,28085 Haltern ,28.03.23 04:50,w,324
s4,20008 Lünen ,28.03.23 04:50,w,338
s5,20012 KA Hamm ,28.03.23 04:50,w,350
s6,"10026 Mengede, A45 ",28.03.23 04:50,w,152
s7,10008 Bottrop-Süd ,28.03.23 04:50,w,137
s8,"10101 Bottrop, Essener Straße ",28.03.23 04:50,w,176
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 04:50,w,95
s11,10103 Bahnstraße ,28.03.23 04:50,w,253
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 04:50,w,101
s2,20004 Dorsten ,28.03.23 04:50,q,94.3
s5,20012 KA Hamm ,28.03.23 04:50,q,51.7
s11,10103 Bahnstraße ,28.03.23 04:50,q,14.2
s1,20001 Fusternberg ,28.03.23 04:55,w,343
s2,20004 Dorsten ,28.03.23 04:55,w,622
s3,28085 Haltern ,28.03.23 04:55,w,324
s4,20008 Lünen ,28.03.23 04:55,w,338
s5,20012 KA Hamm ,28.03.23 04:55,w,350
s6,"10026 Mengede, A45 ",28.03.23 04:55,w,152
s7,10008 Bottrop-Süd ,28.03.23 04:55,w,137
s8,"10101 Bottrop, Essener Straße ",28.03.23 04:55,w,176
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 04:55,w,95
s11,10103 Bahnstraße ,28.03.23 04:55,w,253
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 04:55,w,101
s2,20004 Dorsten ,28.03.23 04:55,q,94.3
s5,20012 KA Hamm ,28.03.23 04:55,q,52.2
s11,10103 Bahnstraße ,28.03.23 04:55,q,14.2
s1,20001 Fusternberg ,28.03.23 05:05,w,343
s2,20004 Dorsten ,28.03.23 05:05,w,622
s3,28085 Haltern ,28.03.23 05:05,w,324
s4,20008 Lünen ,28.03.23 05:05,w,338
s5,20012 KA Hamm ,28.03.23 05:05,w,350
s6,"10026 Mengede, A45 ",28.03.23 05:05,w,152
s7,10008 Bottrop-Süd ,28.03.23 05:05,w,137
s8,"10101 Bottrop, Essener Straße ",28.03.23 05:05,w,175
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 05:05,w,95
s11,10103 Bahnstraße ,28.03.23 05:05,w,252
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 05:05,w,101
s2,20004 Dorsten ,28.03.23 05:05,q,94.5
s5,20012 KA Hamm ,28.03.23 05:05,q,51.9
s11,10103 Bahnstraße ,28.03.23 05:05,q,14.1
s1,20001 Fusternberg ,28.03.23 05:10,w,343
s2,20004 Dorsten ,28.03.23 05:10,w,622
s3,28085 Haltern ,28.03.23 05:10,w,324
s4,20008 Lünen ,28.03.23 05:10,w,338
s5,20012 KA Hamm ,28.03.23 05:10,w,350
s6,"10026 Mengede, A45 ",28.03.23 05:10,w,152
s7,10008 Bottrop-Süd ,28.03.23 05:10,w,137
s8,"10101 Bottrop, Essener Straße ",28.03.23 05:10,w,175
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 05:10,w,95
s11,10103 Bahnstraße ,28.03.23 05:10,w,252
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 05:10,w,101
s2,20004 Dorsten ,28.03.23 05:10,q,94.5
s11,10103 Bahnstraße ,28.03.23 05:10,q,14.1
s1,20001 Fusternberg ,28.03.23 05:15,w,343
s2,20004 Dorsten ,28.03.23 05:15,w,622
s3,28085 Haltern ,28.03.23 05:15,w,324
s4,20008 Lünen ,28.03.23 05:15,w,338
s5,20012 KA Hamm ,28.03.23 05:15,w,350
s6,"10026 Mengede, A45 ",28.03.23 05:15,w,152
s7,10008 Bottrop-Süd ,28.03.23 05:15,w,136
s8,"10101 Bottrop, Essener Straße ",28.03.23 05:15,w,175
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 05:15,w,95
s11,10103 Bahnstraße ,28.03.23 05:15,w,252
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 05:15,w,101
s2,20004 Dorsten ,28.03.23 05:15,q,94.5
s5,20012 KA Hamm ,28.03.23 05:15,q,51.9
s11,10103 Bahnstraße ,28.03.23 05:15,q,13.9
s1,20001 Fusternberg ,28.03.23 05:20,w,344
s2,20004 Dorsten ,28.03.23 05:20,w,622
s3,28085 Haltern ,28.03.23 05:20,w,324
s4,20008 Lünen ,28.03.23 05:20,w,339
s5,20012 KA Hamm ,28.03.23 05:20,w,350
s6,"10026 Mengede, A45 ",28.03.23 05:20,w,151
s7,10008 Bottrop-Süd ,28.03.23 05:20,w,136
s8,"10101 Bottrop, Essener Straße ",28.03.23 05:20,w,175
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 05:20,w,94
s11,10103 Bahnstraße ,28.03.23 05:20,w,251
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 05:20,w,101
s2,20004 Dorsten ,28.03.23 05:20,q,94.9
s5,20012 KA Hamm ,28.03.23 05:20,q,51.6
s11,10103 Bahnstraße ,28.03.23 05:20,q,13.9
s1,20001 Fusternberg ,28.03.23 05:25,w,344
s2,20004 Dorsten ,28.03.23 05:25,w,622
s3,28085 Haltern ,28.03.23 05:25,w,324
s4,20008 Lünen ,28.03.23 05:25,w,339
s5,20012 KA Hamm ,28.03.23 05:25,w,350
s6,"10026 Mengede, A45 ",28.03.23 05:25,w,151
s7,10008 Bottrop-Süd ,28.03.23 05:25,w,136
s8,"10101 Bottrop, Essener Straße ",28.03.23 05:25,w,175
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 05:25,w,94
s11,10103 Bahnstraße ,28.03.23 05:25,w,251
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 05:25,w,101
s2,20004 Dorsten ,28.03.23 05:25,q,94.9
s11,10103 Bahnstraße ,28.03.23 05:25,q,13.8
s1,20001 Fusternberg ,28.03.23 05:30,w,344
s2,20004 Dorsten ,28.03.23 05:30,w,622
s3,28085 Haltern ,28.03.23 05:30,w,324
s4,20008 Lünen ,28.03.23 05:30,w,339
s5,20012 KA Hamm ,28.03.23 05:30,w,350
s6,"10026 Mengede, A45 ",28.03.23 05:30,w,151
s7,10008 Bottrop-Süd ,28.03.23 05:30,w,136
s8,"10101 Bottrop, Essener Straße ",28.03.23 05:30,w,174
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 05:30,w,94
s11,10103 Bahnstraße ,28.03.23 05:30,w,251
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 05:30,w,100
s2,20004 Dorsten ,28.03.23 05:30,q,94.9
s5,20012 KA Hamm ,28.03.23 05:30,q,52.3
s11,10103 Bahnstraße ,28.03.23 05:30,q,13.8
s1,20001 Fusternberg ,28.03.23 05:35,w,343
s2,20004 Dorsten ,28.03.23 05:35,w,622
s3,28085 Haltern ,28.03.23 05:35,w,324
s4,20008 Lünen ,28.03.23 05:35,w,339
s5,20012 KA Hamm ,28.03.23 05:35,w,350
s6,"10026 Mengede, A45 ",28.03.23 05:35,w,151
s7,10008 Bottrop-Süd ,28.03.23 05:35,w,136
s8,"10101 Bottrop, Essener Straße ",28.03.23 05:35,w,174
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 05:35,w,94
s11,10103 Bahnstraße ,28.03.23 05:35,w,251
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 05:35,w,100
s2,20004 Dorsten ,28.03.23 05:35,q,94.9
s5,20012 KA Hamm ,28.03.23 05:35,q,51.9
s11,10103 Bahnstraße ,28.03.23 05:35,q,13.9
s1,20001 Fusternberg ,28.03.23 05:40,w,343
s2,20004 Dorsten ,28.03.23 05:40,w,622
s3,28085 Haltern ,28.03.23 05:40,w,324
s4,20008 Lünen ,28.03.23 05:40,w,339
s5,20012 KA Hamm ,28.03.23 05:40,w,350
s6,"10026 Mengede, A45 ",28.03.23 05:40,w,151
s7,10008 Bottrop-Süd ,28.03.23 05:40,w,136
s8,"10101 Bottrop, Essener Straße ",28.03.23 05:40,w,174
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 05:40,w,94
s11,10103 Bahnstraße ,28.03.23 05:40,w,250
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 05:40,w,100
s2,20004 Dorsten ,28.03.23 05:40,q,94.9
s5,20012 KA Hamm ,28.03.23 05:40,q,52.3
s11,10103 Bahnstraße ,28.03.23 05:40,q,13.8
s1,20001 Fusternberg ,28.03.23 05:45,w,343
s2,20004 Dorsten ,28.03.23 05:45,w,622
s3,28085 Haltern ,28.03.23 05:45,w,324
s4,20008 Lünen ,28.03.23 05:45,w,339
s5,20012 KA Hamm ,28.03.23 05:45,w,350
s6,"10026 Mengede, A45 ",28.03.23 05:45,w,151
s7,10008 Bottrop-Süd ,28.03.23 05:45,w,135
s8,"10101 Bottrop, Essener Straße ",28.03.23 05:45,w,174
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 05:45,w,94
s11,10103 Bahnstraße ,28.03.23 05:45,w,250
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 05:45,w,100
s2,20004 Dorsten ,28.03.23 05:45,q,94.9
s5,20012 KA Hamm ,28.03.23 05:45,q,52.6
s11,10103 Bahnstraße ,28.03.23 05:45,q,13.7
s1,20001 Fusternberg ,28.03.23 05:50,w,343
s2,20004 Dorsten ,28.03.23 05:50,w,622
s3,28085 Haltern ,28.03.23 05:50,w,324
s4,20008 Lünen ,28.03.23 05:50,w,339
s5,20012 KA Hamm ,28.03.23 05:50,w,350
s6,"10026 Mengede, A45 ",28.03.23 05:50,w,151
s7,10008 Bottrop-Süd ,28.03.23 05:50,w,135
s8,"10101 Bottrop, Essener Straße ",28.03.23 05:50,w,173
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 05:50,w,94
s11,10103 Bahnstraße ,28.03.23 05:50,w,250
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 05:50,w,100
s2,20004 Dorsten ,28.03.23 05:50,q,94.9
s5,20012 KA Hamm ,28.03.23 05:50,q,52.2
s11,10103 Bahnstraße ,28.03.23 05:50,q,13.7
s1,20001 Fusternberg ,28.03.23 05:55,w,343
s2,20004 Dorsten ,28.03.23 05:55,w,623
s3,28085 Haltern ,28.03.23 05:55,w,323
s4,20008 Lünen ,28.03.23 05:55,w,339
s5,20012 KA Hamm ,28.03.23 05:55,w,350
s6,"10026 Mengede, A45 ",28.03.23 05:55,w,151
s7,10008 Bottrop-Süd ,28.03.23 05:55,w,135
s8,"10101 Bottrop, Essener Straße ",28.03.23 05:55,w,173
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 05:55,w,94
s11,10103 Bahnstraße ,28.03.23 05:55,w,250
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 05:55,w,100
s2,20004 Dorsten ,28.03.23 05:55,q,94.9
s5,20012 KA Hamm ,28.03.23 05:55,q,51.8
s11,10103 Bahnstraße ,28.03.23 05:55,q,13.8
s1,20001 Fusternberg ,28.03.23 06:00,w,343
s2,20004 Dorsten ,28.03.23 06:00,w,622
s3,28085 Haltern ,28.03.23 06:00,w,323
s4,20008 Lünen ,28.03.23 06:00,w,339
s5,20012 KA Hamm ,28.03.23 06:00,w,350
s6,"10026 Mengede, A45 ",28.03.23 06:00,w,151
s7,10008 Bottrop-Süd ,28.03.23 06:00,w,135
s8,"10101 Bottrop, Essener Straße ",28.03.23 06:00,w,173
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 06:00,w,93
s11,10103 Bahnstraße ,28.03.23 06:00,w,250
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 06:00,w,100
s2,20004 Dorsten ,28.03.23 06:00,q,94.9
s5,20012 KA Hamm ,28.03.23 06:00,q,51.8
s11,10103 Bahnstraße ,28.03.23 06:00,q,13.7
s1,20001 Fusternberg ,28.03.23 06:05,w,344
s2,20004 Dorsten ,28.03.23 06:05,w,622
s3,28085 Haltern ,28.03.23 06:05,w,323
s4,20008 Lünen ,28.03.23 06:05,w,340
s5,20012 KA Hamm ,28.03.23 06:05,w,350
s6,"10026 Mengede, A45 ",28.03.23 06:05,w,151
s7,10008 Bottrop-Süd ,28.03.23 06:05,w,135
s8,"10101 Bottrop, Essener Straße ",28.03.23 06:05,w,173
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 06:05,w,93
s11,10103 Bahnstraße ,28.03.23 06:05,w,250
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 06:05,w,100
s5,20012 KA Hamm ,28.03.23 06:05,q,52.2
s11,10103 Bahnstraße ,28.03.23 06:05,q,13.7
s1,20001 Fusternberg ,28.03.23 06:10,w,344
s2,20004 Dorsten ,28.03.23 06:10,w,623
s3,28085 Haltern ,28.03.23 06:10,w,323
s4,20008 Lünen ,28.03.23 06:10,w,340
s5,20012 KA Hamm ,28.03.23 06:10,w,350
s6,"10026 Mengede, A45 ",28.03.23 06:10,w,151
s7,10008 Bottrop-Süd ,28.03.23 06:10,w,135
s8,"10101 Bottrop, Essener Straße ",28.03.23 06:10,w,173
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 06:10,w,93
s11,10103 Bahnstraße ,28.03.23 06:10,w,249
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 06:10,w,100
s5,20012 KA Hamm ,28.03.23 06:10,q,52.4
s11,10103 Bahnstraße ,28.03.23 06:10,q,13.6
s1,20001 Fusternberg ,28.03.23 06:15,w,344
s2,20004 Dorsten ,28.03.23 06:15,w,622
s3,28085 Haltern ,28.03.23 06:15,w,323
s4,20008 Lünen ,28.03.23 06:15,w,340
s5,20012 KA Hamm ,28.03.23 06:15,w,350
s6,"10026 Mengede, A45 ",28.03.23 06:15,w,151
s7,10008 Bottrop-Süd ,28.03.23 06:15,w,134
s8,"10101 Bottrop, Essener Straße ",28.03.23 06:15,w,173
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 06:15,w,93
s11,10103 Bahnstraße ,28.03.23 06:15,w,249
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 06:15,w,100
s5,20012 KA Hamm ,28.03.23 06:15,q,52.2
s11,10103 Bahnstraße ,28.03.23 06:15,q,13.5
s1,20001 Fusternberg ,28.03.23 06:20,w,343
s2,20004 Dorsten ,28.03.23 06:20,w,622
s3,28085 Haltern ,28.03.23 06:20,w,323
s4,20008 Lünen ,28.03.23 06:20,w,340
s5,20012 KA Hamm ,28.03.23 06:20,w,350
s6,"10026 Mengede, A45 ",28.03.23 06:20,w,151
s7,10008 Bottrop-Süd ,28.03.23 06:20,w,134
s8,"10101 Bottrop, Essener Straße ",28.03.23 06:20,w,172
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 06:20,w,93
s11,10103 Bahnstraße ,28.03.23 06:20,w,249
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 06:20,w,100
s2,20004 Dorsten ,28.03.23 06:20,q,95.5
s5,20012 KA Hamm ,28.03.23 06:20,q,52.1
s11,10103 Bahnstraße ,28.03.23 06:20,q,13.6
s1,20001 Fusternberg ,28.03.23 06:25,w,343
s2,20004 Dorsten ,28.03.23 06:25,w,623
s3,28085 Haltern ,28.03.23 06:25,w,323
s4,20008 Lünen ,28.03.23 06:25,w,340
s5,20012 KA Hamm ,28.03.23 06:25,w,350
s6,"10026 Mengede, A45 ",28.03.23 06:25,w,151
s7,10008 Bottrop-Süd ,28.03.23 06:25,w,134
s8,"10101 Bottrop, Essener Straße ",28.03.23 06:25,w,172
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 06:25,w,93
s11,10103 Bahnstraße ,28.03.23 06:25,w,248
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 06:25,w,100
s2,20004 Dorsten ,28.03.23 06:25,q,95.5
s5,20012 KA Hamm ,28.03.23 06:25,q,52.1
s11,10103 Bahnstraße ,28.03.23 06:25,q,13.6
s1,20001 Fusternberg ,28.03.23 06:30,w,343
s2,20004 Dorsten ,28.03.23 06:30,w,623
s3,28085 Haltern ,28.03.23 06:30,w,323
s4,20008 Lünen ,28.03.23 06:30,w,340
s5,20012 KA Hamm ,28.03.23 06:30,w,350
s6,"10026 Mengede, A45 ",28.03.23 06:30,w,151
s7,10008 Bottrop-Süd ,28.03.23 06:30,w,134
s8,"10101 Bottrop, Essener Straße ",28.03.23 06:30,w,172
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 06:30,w,93
s11,10103 Bahnstraße ,28.03.23 06:30,w,248
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 06:30,w,100
s2,20004 Dorsten ,28.03.23 06:30,q,95.5
s11,10103 Bahnstraße ,28.03.23 06:30,q,13.5
s1,20001 Fusternberg ,28.03.23 06:35,w,344
s2,20004 Dorsten ,28.03.23 06:35,w,623
s3,28085 Haltern ,28.03.23 06:35,w,323
s4,20008 Lünen ,28.03.23 06:35,w,340
s5,20012 KA Hamm ,28.03.23 06:35,w,350
s6,"10026 Mengede, A45 ",28.03.23 06:35,w,150
s7,10008 Bottrop-Süd ,28.03.23 06:35,w,134
s8,"10101 Bottrop, Essener Straße ",28.03.23 06:35,w,172
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 06:35,w,93
s11,10103 Bahnstraße ,28.03.23 06:35,w,248
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 06:35,w,100
s5,20012 KA Hamm ,28.03.23 06:35,q,52.3
s11,10103 Bahnstraße ,28.03.23 06:35,q,13.6
s1,20001 Fusternberg ,28.03.23 06:40,w,344
s2,20004 Dorsten ,28.03.23 06:40,w,623
s3,28085 Haltern ,28.03.23 06:40,w,323
s4,20008 Lünen ,28.03.23 06:40,w,340
s5,20012 KA Hamm ,28.03.23 06:40,w,350
s6,"10026 Mengede, A45 ",28.03.23 06:40,w,150
s7,10008 Bottrop-Süd ,28.03.23 06:40,w,134
s8,"10101 Bottrop, Essener Straße ",28.03.23 06:40,w,171
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 06:40,w,93
s11,10103 Bahnstraße ,28.03.23 06:40,w,248
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 06:40,w,100
s5,20012 KA Hamm ,28.03.23 06:40,q,52.4
s11,10103 Bahnstraße ,28.03.23 06:40,q,13.3
s1,20001 Fusternberg ,28.03.23 06:45,w,344
s2,20004 Dorsten ,28.03.23 06:45,w,623
s3,28085 Haltern ,28.03.23 06:45,w,323
s4,20008 Lünen ,28.03.23 06:45,w,340
s5,20012 KA Hamm ,28.03.23 06:45,w,350
s6,"10026 Mengede, A45 ",28.03.23 06:45,w,150
s7,10008 Bottrop-Süd ,28.03.23 06:45,w,133
s8,"10101 Bottrop, Essener Straße ",28.03.23 06:45,w,171
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 06:45,w,92
s11,10103 Bahnstraße ,28.03.23 06:45,w,247
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 06:45,w,100
s5,20012 KA Hamm ,28.03.23 06:45,q,51.7
s11,10103 Bahnstraße ,28.03.23 06:45,q,13.3
s1,20001 Fusternberg ,28.03.23 06:50,w,344
s2,20004 Dorsten ,28.03.23 06:50,w,623
s3,28085 Haltern ,28.03.23 06:50,w,323
s4,20008 Lünen ,28.03.23 06:50,w,341
s5,20012 KA Hamm ,28.03.23 06:50,w,349
s6,"10026 Mengede, A45 ",28.03.23 06:50,w,150
s7,10008 Bottrop-Süd ,28.03.23 06:50,w,133
s8,"10101 Bottrop, Essener Straße ",28.03.23 06:50,w,171
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 06:50,w,92
s11,10103 Bahnstraße ,28.03.23 06:50,w,247
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 06:50,w,100
s2,20004 Dorsten ,28.03.23 06:50,q,94.5
s5,20012 KA Hamm ,28.03.23 06:50,q,52.4
s11,10103 Bahnstraße ,28.03.23 06:50,q,13.3
s1,20001 Fusternberg ,28.03.23 06:55,w,344
s2,20004 Dorsten ,28.03.23 06:55,w,623
s3,28085 Haltern ,28.03.23 06:55,w,323
s4,20008 Lünen ,28.03.23 06:55,w,341
s5,20012 KA Hamm ,28.03.23 06:55,w,349
s6,"10026 Mengede, A45 ",28.03.23 06:55,w,150
s7,10008 Bottrop-Süd ,28.03.23 06:55,w,133
s8,"10101 Bottrop, Essener Straße ",28.03.23 06:55,w,171
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 06:55,w,92
s11,10103 Bahnstraße ,28.03.23 06:55,w,247
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 06:55,w,100
s2,20004 Dorsten ,28.03.23 06:55,q,94.5
s5,20012 KA Hamm ,28.03.23 06:55,q,52.1
s11,10103 Bahnstraße ,28.03.23 06:55,q,13.2
s1,20001 Fusternberg ,28.03.23 07:00,w,344
s2,20004 Dorsten ,28.03.23 07:00,w,623
s3,28085 Haltern ,28.03.23 07:00,w,323
s4,20008 Lünen ,28.03.23 07:00,w,341
s5,20012 KA Hamm ,28.03.23 07:00,w,349
s6,"10026 Mengede, A45 ",28.03.23 07:00,w,150
s7,10008 Bottrop-Süd ,28.03.23 07:00,w,133
s8,"10101 Bottrop, Essener Straße ",28.03.23 07:00,w,171
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 07:00,w,92
s11,10103 Bahnstraße ,28.03.23 07:00,w,247
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 07:00,w,99
s2,20004 Dorsten ,28.03.23 07:00,q,94.5
s5,20012 KA Hamm ,28.03.23 07:00,q,51.8
s11,10103 Bahnstraße ,28.03.23 07:00,q,13.2
s1,20001 Fusternberg ,28.03.23 07:05,w,344
s2,20004 Dorsten ,28.03.23 07:05,w,623
s3,28085 Haltern ,28.03.23 07:05,w,323
s4,20008 Lünen ,28.03.23 07:05,w,341
s5,20012 KA Hamm ,28.03.23 07:05,w,349
s6,"10026 Mengede, A45 ",28.03.23 07:05,w,150
s7,10008 Bottrop-Süd ,28.03.23 07:05,w,133
s8,"10101 Bottrop, Essener Straße ",28.03.23 07:05,w,170
s9,"10119 Gelsenkirchen, Adenauerallee ",28.03.23 07:05,w,92
s11,10103 Bahnstraße ,28.03.23 07:05,w,247
s12,"10124 Recklinghausen, Am Stadthafen ",28.03.23 07:05,w,99
s2,20004 Dorsten ,28.03.23 07:05,q,94.9
s5,20012 KA Hamm ,28.03.23 07:05,q,52.4
s1,20001 Fusternberg ,28.03.23 07:10,w,344
s2,20004 Dorsten ,28.03.23 07:10,w,623
s3,28085 Haltern ,28.03.23 07:10,w,323
s4,20008 Lünen ,28.03.23 07:10,w,341
s5,20012 KA Hamm ,28.03.23 07:10,w,349
s6,"10026 Mengede, A45 ",28.03.23 07:10,w,150
