sid,place,timestamp,param,value
s4,20008 Lünen ,29.03.23 09:00,w,309
s5,20012 KA Hamm ,29.03.23 09:00,w,345
s6,"10026 Mengede, A45 ",29.03.23 09:00,w,145
s7,10008 Bottrop-Süd ,29.03.23 09:00,w,126
s8,"10101 Bottrop, Essener Straße ",29.03.23 09:00,w,161
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 09:00,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 09:00,w,221
s11,10103 Bahnstraße ,29.03.23 09:00,w,227
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 09:00,w,93
s2,20004 Dorsten ,29.03.23 09:00,q,81.3
s5,20012 KA Hamm ,29.03.23 09:00,q,36.6
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 09:00,q,15.3
s1,20001 Fusternberg ,29.03.23 09:05,w,338
s2,20004 Dorsten ,29.03.23 09:05,w,599
s3,28085 Haltern ,29.03.23 09:05,w,275
s4,20008 Lünen ,29.03.23 09:05,w,309
s5,20012 KA Hamm ,29.03.23 09:05,w,345
s6,"10026 Mengede, A45 ",29.03.23 09:05,w,145
s7,10008 Bottrop-Süd ,29.03.23 09:05,w,126
s8,"10101 Bottrop, Essener Straße ",29.03.23 09:05,w,161
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 09:05,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 09:05,w,221
s11,10103 Bahnstraße ,29.03.23 09:05,w,227
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 09:05,w,93
s2,20004 Dorsten ,29.03.23 09:05,q,81.1
s5,20012 KA Hamm ,29.03.23 09:05,q,36.5
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 09:05,q,15.3
s1,20001 Fusternberg ,29.03.23 09:10,w,338
s2,20004 Dorsten ,29.03.23 09:10,w,599
s3,28085 Haltern ,29.03.23 09:10,w,275
s4,20008 Lünen ,29.03.23 09:10,w,309
s5,20012 KA Hamm ,29.03.23 09:10,w,345
s6,"10026 Mengede, A45 ",29.03.23 09:10,w,145
s7,10008 Bottrop-Süd ,29.03.23 09:10,w,126
s8,"10101 Bottrop, Essener Straße ",29.03.23 09:10,w,161
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 09:10,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 09:10,w,221
s11,10103 Bahnstraße ,29.03.23 09:10,w,227
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 09:10,w,93
s2,20004 Dorsten ,29.03.23 09:10,q,81.1
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 09:10,q,15.3
s1,20001 Fusternberg ,29.03.23 09:15,w,338
s2,20004 Dorsten ,29.03.23 09:15,w,599
s3,28085 Haltern ,29.03.23 09:15,w,275
s4,20008 Lünen ,29.03.23 09:15,w,309
s5,20012 KA Hamm ,29.03.23 09:15,w,345
s6,"10026 Mengede, A45 ",29.03.23 09:15,w,145
s7,10008 Bottrop-Süd ,29.03.23 09:15,w,126
s8,"10101 Bottrop, Essener Straße ",29.03.23 09:15,w,161
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 09:15,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 09:15,w,221
s11,10103 Bahnstraße ,29.03.23 09:15,w,227
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 09:15,w,93
s2,20004 Dorsten ,29.03.23 09:15,q,81.1
s5,20012 KA Hamm ,29.03.23 09:15,q,36.2
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 09:15,q,15.3
s1,20001 Fusternberg ,29.03.23 09:20,w,337
s2,20004 Dorsten ,29.03.23 09:20,w,599
s3,28085 Haltern ,29.03.23 09:20,w,275
s4,20008 Lünen ,29.03.23 09:20,w,309
s5,20012 KA Hamm ,29.03.23 09:20,w,345
s6,"10026 Mengede, A45 ",29.03.23 09:20,w,145
s7,10008 Bottrop-Süd ,29.03.23 09:20,w,126
s8,"10101 Bottrop, Essener Straße ",29.03.23 09:20,w,161
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 09:20,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 09:20,w,221
s11,10103 Bahnstraße ,29.03.23 09:20,w,227
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 09:20,w,93
s2,20004 Dorsten ,29.03.23 09:20,q,81.1
s5,20012 KA Hamm ,29.03.23 09:20,q,36.4
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 09:20,q,15.3
s1,20001 Fusternberg ,29.03.23 09:25,w,337
s2,20004 Dorsten ,29.03.23 09:25,w,599
s3,28085 Haltern ,29.03.23 09:25,w,275
s4,20008 Lünen ,29.03.23 09:25,w,309
s5,20012 KA Hamm ,29.03.23 09:25,w,345
s6,"10026 Mengede, A45 ",29.03.23 09:25,w,145
s7,10008 Bottrop-Süd ,29.03.23 09:25,w,126
s8,"10101 Bottrop, Essener Straße ",29.03.23 09:25,w,161
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 09:25,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 09:25,w,221
s11,10103 Bahnstraße ,29.03.23 09:25,w,227
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 09:25,w,93
s2,20004 Dorsten ,29.03.23 09:25,q,81.1
s5,20012 KA Hamm ,29.03.23 09:25,q,36.7
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 09:25,q,15.3
s1,20001 Fusternberg ,29.03.23 09:30,w,337
s2,20004 Dorsten ,29.03.23 09:30,w,599
s3,28085 Haltern ,29.03.23 09:30,w,274
s4,20008 Lünen ,29.03.23 09:30,w,309
s5,20012 KA Hamm ,29.03.23 09:30,w,345
s6,"10026 Mengede, A45 ",29.03.23 09:30,w,145
s7,10008 Bottrop-Süd ,29.03.23 09:30,w,126
s8,"10101 Bottrop, Essener Straße ",29.03.23 09:30,w,160
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 09:30,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 09:30,w,221
s11,10103 Bahnstraße ,29.03.23 09:30,w,227
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 09:30,w,93
s2,20004 Dorsten ,29.03.23 09:30,q,81.1
s5,20012 KA Hamm ,29.03.23 09:30,q,36.2
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 09:30,q,15.3
s1,20001 Fusternberg ,29.03.23 09:35,w,337
s2,20004 Dorsten ,29.03.23 09:35,w,599
s3,28085 Haltern ,29.03.23 09:35,w,274
s4,20008 Lünen ,29.03.23 09:35,w,310
s5,20012 KA Hamm ,29.03.23 09:35,w,345
s6,"10026 Mengede, A45 ",29.03.23 09:35,w,145
s7,10008 Bottrop-Süd ,29.03.23 09:35,w,126
s8,"10101 Bottrop, Essener Straße ",29.03.23 09:35,w,160
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 09:35,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 09:35,w,221
s11,10103 Bahnstraße ,29.03.23 09:35,w,226
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 09:35,w,92
s2,20004 Dorsten ,29.03.23 09:35,q,80.6
s5,20012 KA Hamm ,29.03.23 09:35,q,36.6
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 09:35,q,15.3
s1,20001 Fusternberg ,29.03.23 09:40,w,337
s2,20004 Dorsten ,29.03.23 09:40,w,598
s3,28085 Haltern ,29.03.23 09:40,w,274
s4,20008 Lünen ,29.03.23 09:40,w,310
s5,20012 KA Hamm ,29.03.23 09:40,w,345
s6,"10026 Mengede, A45 ",29.03.23 09:40,w,145
s7,10008 Bottrop-Süd ,29.03.23 09:40,w,126
s8,"10101 Bottrop, Essener Straße ",29.03.23 09:40,w,160
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 09:40,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 09:40,w,221
s11,10103 Bahnstraße ,29.03.23 09:40,w,226
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 09:40,w,92
s2,20004 Dorsten ,29.03.23 09:40,q,80.6
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 09:40,q,15.4
s1,20001 Fusternberg ,29.03.23 09:45,w,337
s2,20004 Dorsten ,29.03.23 09:45,w,598
s3,28085 Haltern ,29.03.23 09:45,w,274
s4,20008 Lünen ,29.03.23 09:45,w,310
s5,20012 KA Hamm ,29.03.23 09:45,w,345
s6,"10026 Mengede, A45 ",29.03.23 09:45,w,145
s7,10008 Bottrop-Süd ,29.03.23 09:45,w,125
s8,"10101 Bottrop, Essener Straße ",29.03.23 09:45,w,160
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 09:45,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 09:45,w,221
s11,10103 Bahnstraße ,29.03.23 09:45,w,226
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 09:45,w,92
s2,20004 Dorsten ,29.03.23 09:45,q,80.6
s5,20012 KA Hamm ,29.03.23 09:45,q,36.3
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 09:45,q,15.2
s1,20001 Fusternberg ,29.03.23 09:50,w,337
s2,20004 Dorsten ,29.03.23 09:50,w,598
s3,28085 Haltern ,29.03.23 09:50,w,274
s4,20008 Lünen ,29.03.23 09:50,w,310
s5,20012 KA Hamm ,29.03.23 09:50,w,345
s6,"10026 Mengede, A45 ",29.03.23 09:50,w,145
s7,10008 Bottrop-Süd ,29.03.23 09:50,w,125
s8,"10101 Bottrop, Essener Straße ",29.03.23 09:50,w,160
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 09:50,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 09:50,w,221
s11,10103 Bahnstraße ,29.03.23 09:50,w,226
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 09:50,w,92
s2,20004 Dorsten ,29.03.23 09:50,q,80.9
s5,20012 KA Hamm ,29.03.23 09:50,q,36.7
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 09:50,q,15.3
s1,20001 Fusternberg ,29.03.23 09:55,w,337
s2,20004 Dorsten ,29.03.23 09:55,w,598
s3,28085 Haltern ,29.03.23 09:55,w,274
s4,20008 Lünen ,29.03.23 09:55,w,310
s5,20012 KA Hamm ,29.03.23 09:55,w,345
s6,"10026 Mengede, A45 ",29.03.23 09:55,w,145
s7,10008 Bottrop-Süd ,29.03.23 09:55,w,125
s8,"10101 Bottrop, Essener Straße ",29.03.23 09:55,w,159
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 09:55,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 09:55,w,220
s11,10103 Bahnstraße ,29.03.23 09:55,w,226
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 09:55,w,92
s2,20004 Dorsten ,29.03.23 09:55,q,80.9
s5,20012 KA Hamm ,29.03.23 09:55,q,36.5
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 09:55,q,15.2
s1,20001 Fusternberg ,29.03.23 10:00,w,337
s2,20004 Dorsten ,29.03.23 10:00,w,598
s3,28085 Haltern ,29.03.23 10:00,w,274
s4,20008 Lünen ,29.03.23 10:00,w,310
s5,20012 KA Hamm ,29.03.23 10:00,w,345
s6,"10026 Mengede, A45 ",29.03.23 10:00,w,145
s7,10008 Bottrop-Süd ,29.03.23 10:00,w,125
s8,"10101 Bottrop, Essener Straße ",29.03.23 10:00,w,159
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 10:00,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 10:00,w,220
s11,10103 Bahnstraße ,29.03.23 10:00,w,226
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 10:00,w,93
s2,20004 Dorsten ,29.03.23 10:00,q,80.9
s5,20012 KA Hamm ,29.03.23 10:00,q,36.2
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 10:00,q,15.1
s1,20001 Fusternberg ,29.03.23 10:05,w,337
s2,20004 Dorsten ,29.03.23 10:05,w,598
s3,28085 Haltern ,29.03.23 10:05,w,274
s4,20008 Lünen ,29.03.23 10:05,w,309
s5,20012 KA Hamm ,29.03.23 10:05,w,345
s6,"10026 Mengede, A45 ",29.03.23 10:05,w,145
s7,10008 Bottrop-Süd ,29.03.23 10:05,w,125
s8,"10101 Bottrop, Essener Straße ",29.03.23 10:05,w,159
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 10:05,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 10:05,w,220
s11,10103 Bahnstraße ,29.03.23 10:05,w,225
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 10:05,w,93
s2,20004 Dorsten ,29.03.23 10:05,q,80.5
s5,20012 KA Hamm ,29.03.23 10:05,q,36.2
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 10:05,q,15.2
s1,20001 Fusternberg ,29.03.23 10:10,w,337
s2,20004 Dorsten ,29.03.23 10:10,w,598
s3,28085 Haltern ,29.03.23 10:10,w,273
s4,20008 Lünen ,29.03.23 10:10,w,309
s5,20012 KA Hamm ,29.03.23 10:10,w,345
s6,"10026 Mengede, A45 ",29.03.23 10:10,w,145
s7,10008 Bottrop-Süd ,29.03.23 10:10,w,125
s8,"10101 Bottrop, Essener Straße ",29.03.23 10:10,w,159
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 10:10,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 10:10,w,219
s11,10103 Bahnstraße ,29.03.23 10:10,w,225
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 10:10,w,93
s2,20004 Dorsten ,29.03.23 10:10,q,80.5
s5,20012 KA Hamm ,29.03.23 10:10,q,36.4
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 10:10,q,15.1
s1,20001 Fusternberg ,29.03.23 10:15,w,337
s2,20004 Dorsten ,29.03.23 10:15,w,597
s3,28085 Haltern ,29.03.23 10:15,w,273
s4,20008 Lünen ,29.03.23 10:15,w,309
s5,20012 KA Hamm ,29.03.23 10:15,w,345
s6,"10026 Mengede, A45 ",29.03.23 10:15,w,145
s7,10008 Bottrop-Süd ,29.03.23 10:15,w,124
s8,"10101 Bottrop, Essener Straße ",29.03.23 10:15,w,159
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 10:15,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 10:15,w,219
s11,10103 Bahnstraße ,29.03.23 10:15,w,225
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 10:15,w,93
s2,20004 Dorsten ,29.03.23 10:15,q,80.5
s5,20012 KA Hamm ,29.03.23 10:15,q,36.6
s1,20001 Fusternberg ,29.03.23 10:20,w,337
s2,20004 Dorsten ,29.03.23 10:20,w,598
s3,28085 Haltern ,29.03.23 10:20,w,273
s4,20008 Lünen ,29.03.23 10:20,w,309
s5,20012 KA Hamm ,29.03.23 10:20,w,344
s6,"10026 Mengede, A45 ",29.03.23 10:20,w,144
s7,10008 Bottrop-Süd ,29.03.23 10:20,w,124
s8,"10101 Bottrop, Essener Straße ",29.03.23 10:20,w,158
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 10:20,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 10:20,w,219
s11,10103 Bahnstraße ,29.03.23 10:20,w,225
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 10:20,w,92
s2,20004 Dorsten ,29.03.23 10:20,q,79.9
s5,20012 KA Hamm ,29.03.23 10:20,q,36.7
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 10:20,q,15.1
s1,20001 Fusternberg ,29.03.23 10:25,w,337
s2,20004 Dorsten ,29.03.23 10:25,w,597
s3,28085 Haltern ,29.03.23 10:25,w,273
s4,20008 Lünen ,29.03.23 10:25,w,309
s5,20012 KA Hamm ,29.03.23 10:25,w,344
s6,"10026 Mengede, A45 ",29.03.23 10:25,w,144
s7,10008 Bottrop-Süd ,29.03.23 10:25,w,124
s8,"10101 Bottrop, Essener Straße ",29.03.23 10:25,w,158
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 10:25,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 10:25,w,219
s11,10103 Bahnstraße ,29.03.23 10:25,w,225
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 10:25,w,92
s2,20004 Dorsten ,29.03.23 10:25,q,79.9
s5,20012 KA Hamm ,29.03.23 10:25,q,36.4
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 10:25,q,14.9
s1,20001 Fusternberg ,29.03.23 10:30,w,337
s2,20004 Dorsten ,29.03.23 10:30,w,597
s3,28085 Haltern ,29.03.23 10:30,w,273
s4,20008 Lünen ,29.03.23 10:30,w,309
s5,20012 KA Hamm ,29.03.23 10:30,w,344
s6,"10026 Mengede, A45 ",29.03.23 10:30,w,144
s7,10008 Bottrop-Süd ,29.03.23 10:30,w,123
s8,"10101 Bottrop, Essener Straße ",29.03.23 10:30,w,158
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 10:30,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 10:30,w,219
s11,10103 Bahnstraße ,29.03.23 10:30,w,225
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 10:30,w,92
s2,20004 Dorsten ,29.03.23 10:30,q,79.9
s5,20012 KA Hamm ,29.03.23 10:30,q,36.6
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 10:30,q,14.8
s1,20001 Fusternberg ,29.03.23 10:35,w,337
s2,20004 Dorsten ,29.03.23 10:35,w,597
s3,28085 Haltern ,29.03.23 10:35,w,273
s4,20008 Lünen ,29.03.23 10:35,w,309
s5,20012 KA Hamm ,29.03.23 10:35,w,344
s6,"10026 Mengede, A45 ",29.03.23 10:35,w,144
s7,10008 Bottrop-Süd ,29.03.23 10:35,w,123
s8,"10101 Bottrop, Essener Straße ",29.03.23 10:35,w,158
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 10:35,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 10:35,w,219
s11,10103 Bahnstraße ,29.03.23 10:35,w,225
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 10:35,w,92
s2,20004 Dorsten ,29.03.23 10:35,q,80.4
s1,20001 Fusternberg ,29.03.23 10:40,w,337
s2,20004 Dorsten ,29.03.23 10:40,w,597
s3,28085 Haltern ,29.03.23 10:40,w,273
s4,20008 Lünen ,29.03.23 10:40,w,309
s5,20012 KA Hamm ,29.03.23 10:40,w,344
s6,"10026 Mengede, A45 ",29.03.23 10:40,w,144
s7,10008 Bottrop-Süd ,29.03.23 10:40,w,123
s8,"10101 Bottrop, Essener Straße ",29.03.23 10:40,w,157
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 10:40,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 10:40,w,218
s11,10103 Bahnstraße ,29.03.23 10:40,w,225
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 10:40,w,92
s2,20004 Dorsten ,29.03.23 10:40,q,80.4
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 10:40,q,14.8
s1,20001 Fusternberg ,29.03.23 10:45,w,337
s2,20004 Dorsten ,29.03.23 10:45,w,597
s3,28085 Haltern ,29.03.23 10:45,w,273
s4,20008 Lünen ,29.03.23 10:45,w,309
s5,20012 KA Hamm ,29.03.23 10:45,w,344
s6,"10026 Mengede, A45 ",29.03.23 10:45,w,144
s7,10008 Bottrop-Süd ,29.03.23 10:45,w,123
s8,"10101 Bottrop, Essener Straße ",29.03.23 10:45,w,157
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 10:45,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 10:45,w,218
s11,10103 Bahnstraße ,29.03.23 10:45,w,226
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 10:45,w,92
s2,20004 Dorsten ,29.03.23 10:45,q,80.4
s5,20012 KA Hamm ,29.03.23 10:45,q,36.9
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 10:45,q,14.8
s1,20001 Fusternberg ,29.03.23 10:50,w,336
s2,20004 Dorsten ,29.03.23 10:50,w,596
s3,28085 Haltern ,29.03.23 10:50,w,273
s4,20008 Lünen ,29.03.23 10:50,w,309
s5,20012 KA Hamm ,29.03.23 10:50,w,344
s6,"10026 Mengede, A45 ",29.03.23 10:50,w,144
s7,10008 Bottrop-Süd ,29.03.23 10:50,w,123
s8,"10101 Bottrop, Essener Straße ",29.03.23 10:50,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 10:50,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 10:50,w,218
s11,10103 Bahnstraße ,29.03.23 10:50,w,225
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 10:50,w,92
s2,20004 Dorsten ,29.03.23 10:50,q,79.4
s5,20012 KA Hamm ,29.03.23 10:50,q,36.5
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 10:50,q,14.8
s1,20001 Fusternberg ,29.03.23 10:55,w,336
s2,20004 Dorsten ,29.03.23 10:55,w,596
s3,28085 Haltern ,29.03.23 10:55,w,273
s4,20008 Lünen ,29.03.23 10:55,w,309
s5,20012 KA Hamm ,29.03.23 10:55,w,344
s6,"10026 Mengede, A45 ",29.03.23 10:55,w,144
s7,10008 Bottrop-Süd ,29.03.23 10:55,w,123
s8,"10101 Bottrop, Essener Straße ",29.03.23 10:55,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 10:55,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 10:55,w,218
s11,10103 Bahnstraße ,29.03.23 10:55,w,226
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 10:55,w,92
s2,20004 Dorsten ,29.03.23 10:55,q,79.4
s5,20012 KA Hamm ,29.03.23 10:55,q,37.1
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 10:55,q,14.8
s1,20001 Fusternberg ,29.03.23 11:00,w,336
s2,20004 Dorsten ,29.03.23 11:00,w,596
s3,28085 Haltern ,29.03.23 11:00,w,273
s4,20008 Lünen ,29.03.23 11:00,w,309
s5,20012 KA Hamm ,29.03.23 11:00,w,344
s6,"10026 Mengede, A45 ",29.03.23 11:00,w,144
s7,10008 Bottrop-Süd ,29.03.23 11:00,w,123
s8,"10101 Bottrop, Essener Straße ",29.03.23 11:00,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 11:00,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 11:00,w,218
s11,10103 Bahnstraße ,29.03.23 11:00,w,225
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 11:00,w,92
s2,20004 Dorsten ,29.03.23 11:00,q,79.4
s5,20012 KA Hamm ,29.03.23 11:00,q,36.7
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 11:00,q,14.8
s1,20001 Fusternberg ,29.03.23 11:05,w,336
s2,20004 Dorsten ,29.03.23 11:05,w,596
s3,28085 Haltern ,29.03.23 11:05,w,273
s4,20008 Lünen ,29.03.23 11:05,w,310
s5,20012 KA Hamm ,29.03.23 11:05,w,344
s6,"10026 Mengede, A45 ",29.03.23 11:05,w,143
s7,10008 Bottrop-Süd ,29.03.23 11:05,w,123
s8,"10101 Bottrop, Essener Straße ",29.03.23 11:05,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 11:05,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 11:05,w,218
s11,10103 Bahnstraße ,29.03.23 11:05,w,226
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 11:05,w,92
s2,20004 Dorsten ,29.03.23 11:05,q,79.4
s5,20012 KA Hamm ,29.03.23 11:05,q,36.7
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 11:05,q,14.8
s1,20001 Fusternberg ,29.03.23 11:10,w,336
s2,20004 Dorsten ,29.03.23 11:10,w,596
s3,28085 Haltern ,29.03.23 11:10,w,273
s4,20008 Lünen ,29.03.23 11:10,w,310
s5,20012 KA Hamm ,29.03.23 11:10,w,344
s6,"10026 Mengede, A45 ",29.03.23 11:10,w,143
s7,10008 Bottrop-Süd ,29.03.23 11:10,w,123
s8,"10101 Bottrop, Essener Straße ",29.03.23 11:10,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 11:10,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 11:10,w,218
s11,10103 Bahnstraße ,29.03.23 11:10,w,226
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 11:10,w,92
s2,20004 Dorsten ,29.03.23 11:10,q,79.4
s5,20012 KA Hamm ,29.03.23 11:10,q,36.9
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 11:10,q,14.7
s1,20001 Fusternberg ,29.03.23 11:15,w,336
s2,20004 Dorsten ,29.03.23 11:15,w,596
s3,28085 Haltern ,29.03.23 11:15,w,272
s4,20008 Lünen ,29.03.23 11:15,w,310
s5,20012 KA Hamm ,29.03.23 11:15,w,344
s6,"10026 Mengede, A45 ",29.03.23 11:15,w,143
s7,10008 Bottrop-Süd ,29.03.23 11:15,w,122
s8,"10101 Bottrop, Essener Straße ",29.03.23 11:15,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 11:15,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 11:15,w,218
s11,10103 Bahnstraße ,29.03.23 11:15,w,226
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 11:15,w,92
s2,20004 Dorsten ,29.03.23 11:15,q,79.4
s5,20012 KA Hamm ,29.03.23 11:15,q,36.8
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 11:15,q,14.7
s1,20001 Fusternberg ,29.03.23 11:20,w,336
s2,20004 Dorsten ,29.03.23 11:20,w,596
s3,28085 Haltern ,29.03.23 11:20,w,272
s4,20008 Lünen ,29.03.23 11:20,w,309
s5,20012 KA Hamm ,29.03.23 11:20,w,344
s6,"10026 Mengede, A45 ",29.03.23 11:20,w,143
s7,10008 Bottrop-Süd ,29.03.23 11:20,w,122
s8,"10101 Bottrop, Essener Straße ",29.03.23 11:20,w,156
s9,"10119 Gelsenkirchen, Adenauerallee ",29.03.23 11:20,w,83
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 11:20,w,218
s11,10103 Bahnstraße ,29.03.23 11:20,w,226
s12,"10124 Recklinghausen, Am Stadthafen ",29.03.23 11:20,w,92
s2,20004 Dorsten ,29.03.23 11:20,q,79.1
s5,20012 KA Hamm ,29.03.23 11:20,q,36.5
s10,"10099 Dinslaken, Konrad-Adenauer-Straße ",29.03.23 11:20,q,14.8
s1,20001 Fusternberg ,29.03.23 11:25,w,336
s2,20004 Dorsten ,29.03.23 11:25,w,595
s3,28085 Haltern ,29.03.23 11:25,w,272
